china	-0.00125181 0.0665454 0.0899005 -0.0785293 0.00816127 -0.067896 -0.0551012 0.0728826 -0.0263023 -0.0346494 0.0912381 0.0286543 -0.00201034 0.0495496 0.0364735 -0.0848819 0.105383 -0.0326072 0.0778234 -0.0725928 -0.153407 0.0904798 -0.134254 0.0892353 -0.139936 -0.1411 0.109303 -0.044408 -0.168519 -0.0798905 0.106353 0.219366 -0.0270986 0.0203083 0.218978 -0.115371 -0.0892292 0.0683103 -0.050022 -0.119143 0.100233 0.0232731 -0.165394 0.062033 0.0420465 0.0204744 0.0835488 -0.0755635 -0.0814925 0.0525874 0.000416972 -0.0745876 -0.161034 -0.100889 0.0364998 0.101177 -0.0775547 -0.0945415 0.137791 -0.0670246 -0.0686792 0.0225651 0.118572 -0.0403431 -0.064088 -0.0933949 0.207999 0.0565612 -0.069311 0.232411 -0.0772072 0.0881433 -0.0452096 -0.0424256 -0.127241 0.022836 0.0552583 -0.0762615 -0.0982624 0.0613518 -0.0339169 0.0507103 -0.00875335 0.0752576 0.254868 0.168536 -0.0128561 -0.106333 -0.0122763 0.0357488 0.109259 0.132931 -0.159126 -0.268802 0.0677215 0.124589 0.0300066 0.0374853 -0.0605923 -0.0579708
america	-0.07927 0.0146509 0.127106 -0.0705465 0.113552 0.0694137 -0.0868826 -0.00513124 -0.010014 -0.200769 0.00503033 -0.0121762 -0.0806436 0.11883 -0.0575118 -0.00715641 0.100726 0.0192223 0.0463858 -0.0174097 0.0806621 -0.0454828 -0.068437 0.0426412 -0.141009 -0.145266 0.143387 0.0638255 -0.144206 -0.157087 0.189167 0.233296 -0.197986 0.128968 0.122451 0.0531802 0.0197314 0.111825 0.0854105 -0.0395804 0.186632 -0.0548194 -0.104757 -0.126197 -0.0536477 0.0136727 0.0449731 -0.0467309 -0.0129122 0.042429 -0.0132188 -0.0193427 -0.0695332 -0.0628736 0.107061 0.0940811 -0.0422384 -0.191257 -0.120096 -0.0251853 -0.131864 -0.226234 0.144166 -0.0435804 -0.168118 0.0291968 0.069129 0.155361 0.0624286 0.0940754 -0.125338 0.0440427 -0.00217932 -0.0131509 -0.0494195 -0.013492 0.00321144 0.0700295 -0.0442527 0.0236076 -0.0499683 0.0231347 0.102531 0.264041 0.0934284 -0.00549838 0.0213393 -0.0972248 0.199092 0.0074079 0.0838502 0.171946 -0.0789744 -0.0926632 -0.0154252 0.0728847 -0.0119976 -0.000936387 -0.093339 0.0578792
europe	-0.0324426 0.122279 0.0446177 -0.0513981 0.0894215 0.0664175 0.0630235 0.0737528 -0.0821949 -0.0896896 0.0120619 0.039216 -0.0617537 0.119351 0.00886118 0.0816854 0.104245 0.0549665 0.123089 0.0185162 0.0638321 0.00322699 -0.0818273 0.0451033 -0.0830983 -0.213987 0.119781 0.149253 -0.129322 -0.117058 0.136189 0.26917 -0.120071 0.089903 0.149297 0.0443772 0.0334156 0.0701301 0.0132562 -0.115347 0.233123 -0.0108835 -0.158235 -0.0588022 0.0206789 -0.0405555 -0.0227873 0.00384566 -0.158274 -0.010317 -0.0503345 -0.0118276 -0.0550677 -0.0329918 0.198552 0.164015 -0.0569943 -0.0729239 0.0559026 -0.0456962 -0.123028 -0.103138 0.235915 -0.0780033 -0.108897 -0.0576759 -0.042474 0.10087 0.04754 0.177259 -0.143209 0.0777574 0.0159786 0.00289339 -0.0241734 -0.046313 -0.0293018 0.17336 -0.036406 0.0130646 -0.0220598 0.081448 0.0735761 0.1802 -0.0124938 0.0703042 0.091785 -0.103378 0.118517 0.00675574 0.0269796 0.160979 -0.115089 -0.16502 -0.0310523 0.169012 0.0143576 0.050723 -0.0371878 -0.0705598
asia	-0.0600253 0.0172581 0.0676669 0.0208198 0.177696 0.069663 0.0464118 -0.00819934 -0.0250565 -0.0849236 -0.0225763 -0.00335388 -0.0402312 0.0961951 0.0457009 -0.0375104 0.0699073 0.0718103 0.14984 -0.00473209 -0.0935373 -0.00151615 -0.129384 0.102692 -0.124841 -0.190674 0.199526 0.116913 -0.152805 -0.158503 0.0404182 0.315555 -0.0770647 0.055631 0.159452 0.0226385 -0.061213 0.00533118 -0.0184176 -0.0462209 0.200145 0.0193369 -0.132205 -0.0868683 -0.0723213 0.0370846 0.0673492 -0.139348 -0.0377056 0.100835 -0.0596847 0.0460751 -0.135035 -0.115998 0.019749 0.0795126 -0.11558 -0.152247 0.133551 0.0527963 -0.00426703 -0.0516837 0.156549 -0.0964913 -0.128677 -0.0744551 0.015116 0.049063 0.0868118 0.210206 -0.128251 0.0526553 0.035416 -0.0164358 -0.0825763 0.0387505 -0.0115694 0.0181169 0.040594 0.068939 -0.058831 0.0372249 -0.00659496 0.167493 0.093144 0.00696568 -0.0123806 -0.0976859 0.0308279 0.0573751 0.0578411 0.157692 -0.0237438 -0.227026 0.00584146 0.218211 -0.0639804 0.121883 0.000574671 -0.0674927
africa	-0.00888934 0.061087 0.0403224 0.040229 0.0921091 0.115384 -0.0302312 -0.0105364 -0.152663 -0.10204 -0.0585778 -0.0218069 -0.0794516 -0.0190701 0.050007 -0.028367 0.167523 0.0178741 0.0127968 -0.0409691 -0.0691004 -0.0483503 -0.0424369 -0.0135322 -0.0422053 -0.114733 0.216215 0.120098 -0.118082 0.00457375 0.0539706 0.182256 -0.096051 0.121162 0.206268 0.0288587 0.087537 0.135122 0.076929 -0.140907 0.108239 0.00116061 -0.0445822 -0.102757 0.0468551 0.0112685 0.0950813 -0.240637 -0.00842095 0.0690426 -0.0287561 0.0883384 -0.0215991 -0.0364738 0.0814816 0.151567 -0.0147737 -0.098179 0.06441 0.138777 -0.0427191 -0.0879921 0.217011 -0.102528 -0.171561 -0.153146 0.094122 0.138903 0.103696 0.215456 -0.0584739 0.0442329 0.0705407 0.0185128 -0.140449 -0.0292326 -0.0906815 0.0592649 -0.060727 -0.0376831 -0.00815962 0.0322647 0.100398 0.176666 -0.0281852 0.0509169 -0.0497479 0.0821412 0.220066 0.0725107 0.0942407 0.0713994 -0.054854 -0.116654 0.0888987 0.198252 -0.100698 -0.0175519 -0.109245 -0.0627985
worldwide	-0.0277079 -0.0353864 0.152255 0.033899 0.116413 0.0581279 0.00295924 0.115911 0.0345156 -0.081194 -0.0521963 -0.00640834 -0.00573058 0.0871089 0.0533688 0.102501 0.130453 -0.175126 0.0362404 0.079716 -0.0838009 -0.011243 -0.0535709 -0.0202523 -0.115154 -0.174971 0.16983 0.193243 -0.144932 -0.14418 -0.0215866 0.212058 -0.0480622 0.00367717 0.0913787 0.050102 -0.0877018 0.0417289 -0.126249 -0.0595512 0.155895 -0.000184078 -0.0776957 -0.0804774 -0.0292218 -0.079265 0.0688206 0.0201959 -0.19691 0.049325 -0.0340413 -0.141531 0.0216728 -0.0573248 0.123204 0.0460836 -0.0684172 -0.109533 0.00419363 0.0458959 -0.237024 -0.18433 0.12821 0.0613827 -0.102757 0.0342281 0.0763008 0.0800849 0.068643 0.156406 0.00418517 0.0601512 -0.0116445 -0.0252098 -0.0767776 -0.100851 0.0690732 -0.00511208 -0.126542 0.118707 -0.00369153 0.0857696 0.0793953 0.308506 0.0888453 0.122028 0.185099 -0.0499237 0.106745 0.0354594 -0.0706086 0.108891 -0.0523795 0.0544294 0.088601 0.114798 0.0292931 -0.0376992 -0.028111 0.0930275
mexico	0.00694449 -0.0131247 0.10375 -0.0736599 0.0682807 0.0712645 -0.190825 0.0265564 0.0272384 -0.179214 0.0900295 0.139404 -0.118638 0.0609847 0.120305 -0.0338622 0.114734 -0.00881719 0.016505 -0.00810454 0.0198054 0.0133276 -0.152125 -0.114381 0.0115836 -0.135822 -0.0285503 0.00731738 -0.0779027 -0.167748 0.203052 0.0707063 -0.0330149 0.0520912 0.176306 -0.0195437 -0.120777 0.215461 0.0613036 -0.133932 0.119401 0.00139548 -0.132487 -0.0875404 -0.0549539 0.0375442 -0.0817054 -0.0873234 0.0452426 0.149047 0.0171725 -0.0799726 -0.04932 -0.103107 0.0649096 0.0399558 -0.102221 -0.0307052 -0.0452619 -0.176324 0.0530783 0.01191 0.0543567 -0.100974 -0.210686 0.130417 0.0257534 0.111603 0.182645 0.149302 -0.107075 0.0382326 -0.059267 -0.00442693 -0.0805484 -0.00598572 0.0509495 -0.0210818 -0.140312 0.0295937 0.043437 0.165277 0.0621964 0.203556 0.0352491 0.0253121 0.116524 -0.0933884 0.185336 0.0149442 0.11579 0.100942 -0.0479569 -0.110672 0.0268686 -0.081161 0.0954657 -0.0252316 -0.188476 -0.0725621
midwest	-0.162615 -0.050266 0.116881 0.103078 0.05771 0.0219438 -0.0968494 -0.024358 -0.0340133 -0.227853 -0.0324128 0.116652 -0.0135274 -0.00497572 -0.0462396 0.110018 0.246882 0.0437509 0.0695233 0.127123 0.100017 0.068895 -0.0106713 0.0475037 -0.0866855 -0.187574 0.025602 0.0642514 -0.121011 -0.134625 0.210515 0.157037 -0.0330578 0.0813256 0.308217 -0.0363643 0.0249588 0.104876 0.0241267 -0.0890222 0.0803522 0.00474279 0.00729237 -0.0840454 -0.108577 0.062845 -0.0350767 -0.0370971 -0.00238569 0.151567 -0.142564 -0.209964 0.00537847 -0.0528677 0.0315852 0.0962326 0.141986 -0.121669 0.0115537 -0.100018 -0.101278 -0.0937929 0.0870062 -0.00427152 0.0869556 -0.0299049 -0.0851788 0.0844585 0.153904 -0.0161378 -0.121952 0.126484 -0.0424074 0.0383302 -0.170708 0.0868928 0.0825347 0.042402 -0.0412346 0.0439266 -0.0561221 0.0272935 0.15418 0.228874 0.00064456 -0.0703358 0.11619 -0.118367 0.0730017 -0.00255058 0.0286198 0.1218 0.0339288 -0.0372476 -0.0201221 -0.000378547 -0.0391214 -0.0412294 -0.0426117 0.0302204
atlantic	-0.123816 -0.0101816 0.0391259 0.0294917 0.245184 -0.118279 -0.0406673 0.0164533 -0.0194568 -0.155317 0.121625 0.0771966 -0.0014139 0.122328 0.0296877 0.00715587 0.246627 0.0452843 -0.0348978 0.0290447 -0.142409 -0.0550066 0.0277038 -0.0303102 -0.0965024 -0.0720129 0.0915854 0.132795 0.0392568 -0.0639303 0.0830518 0.17161 -0.177486 0.108381 0.197179 0.0261047 -0.0210736 0.130033 0.171648 0.000785417 0.189085 -0.178482 0.0254918 -0.0378206 0.0350023 0.0567404 0.0032256 -0.111304 0.089923 0.0131531 -0.0792432 -0.0580182 -0.00559304 -0.063114 0.161191 0.0873718 0.171022 -0.0386822 -0.0689498 0.0402949 -0.0268317 -0.0960152 0.0950817 -0.128833 0.0520623 0.0446242 -0.0386794 0.0546779 0.0121417 0.0611539 -0.062617 0.122234 -0.0527402 0.075424 -0.0496636 -0.00201302 0.0996722 0.084349 -0.0689085 -0.0709596 0.00449512 0.0747327 0.0670116 0.124866 0.0364161 -0.0397831 0.00763027 -0.0623904 0.247924 0.121239 0.0348536 0.28566 0.0370705 -0.125594 -0.00835267 0.0526228 0.129148 0.0461548 -0.162795 -0.0403107
canada	1.78201e-05 0.0104769 0.118406 -0.108629 0.104355 -0.0348618 -0.0242786 0.0898056 0.0587422 -0.120576 0.0378096 -0.0393879 0.0157354 -0.0205414 -0.0493615 -0.133565 0.145691 -0.0321114 -0.0256753 0.179167 0.0148618 -0.0199043 -0.0378216 0.152909 -0.175501 -0.0990052 0.0789727 0.0907516 -0.0513469 0.0148635 0.137926 0.0763658 -0.133725 0.15708 0.257508 0.0528939 -0.0406459 0.062801 -0.00167336 -0.116396 0.033042 -0.0739599 -0.053419 0.0208691 0.0068648 -0.0138047 -0.0182174 -0.0319147 -0.0113356 0.00528838 -0.0123891 -0.0483558 -0.122663 0.0698892 0.0937913 0.178467 -0.1556 -0.0388581 -0.0736618 -0.0345862 -0.279482 -0.00846189 0.163774 -0.0441223 -0.127532 -0.0115944 0.0603299 -0.105856 0.232931 0.0266329 -0.133036 0.154811 -0.0639566 -0.0262544 -0.109315 0.115496 0.00444317 0.0295815 -0.228416 0.0441553 0.0640682 0.0220621 0.133171 0.256232 0.099697 0.0540285 0.0588852 -0.0418049 0.163094 0.0773741 0.0389257 0.108397 0.0564643 -0.154609 0.037677 0.0302341 0.0426136 -0.0558002 0.0607797 -0.0217218
brazil	0.105909 0.0496383 -0.0156693 -0.0526717 0.0275301 0.0660897 -0.0581946 -0.0608691 -0.0514084 -0.095082 0.0980018 -0.153056 -0.0733854 0.12247 0.117091 -0.0289288 -0.0152089 -0.110486 -0.148269 -0.0208882 0.0598974 -0.0556975 -0.0752979 -0.030229 -0.044269 -0.0819881 0.197377 0.019228 0.0197994 -0.112616 0.0984902 0.205165 -0.0798841 -0.0868771 0.233465 -0.0847008 0.0898396 0.110741 0.0221673 -0.140368 0.0875994 -0.00696148 -0.14814 0.0387618 0.0809284 0.0710182 0.0209356 -0.149123 0.024049 -0.000943957 0.0506458 -0.079355 -0.0371435 -0.116321 0.169245 0.133338 -0.00678114 -0.123427 -0.0397558 -0.059302 -0.0937586 -0.100787 0.0974576 -0.0451879 -0.226347 -0.0380785 0.124337 0.151525 0.0534345 0.226947 -0.108699 0.00391701 -0.0329211 -0.00885563 -0.133335 0.0790028 0.0743195 0.0086971 -0.120734 -0.0434366 0.096279 0.139467 0.139108 0.161246 -0.0115738 0.077669 0.105826 -0.0640436 0.188942 0.0201758 0.0851528 0.0181982 -0.0570481 -0.0901476 0.0306858 -0.0424985 0.0731664 0.116938 -0.141768 -0.173756
japan	0.0630264 -0.0354616 0.24056 -0.103469 0.130771 0.0144794 -0.0551567 0.0827221 -0.121718 0.0422878 0.0266192 0.0728322 -0.0594801 0.0648554 0.0256828 -0.0215288 -0.0427103 0.00202052 -0.0535907 -0.0934233 -0.0463161 0.0917309 -0.158429 -0.00258805 -0.140219 -0.155561 0.0889141 0.1354 -0.133593 -0.171842 0.14124 0.239732 -0.155425 0.0198288 0.227387 0.0354069 -0.0936558 -0.06057 -0.0308832 -0.146285 0.145475 -0.0157353 0.0025461 0.0282784 0.0515688 0.0193235 0.0775579 -0.123594 -0.0283579 0.0603595 0.0419358 -0.191952 -0.154488 -0.0967357 0.137544 0.109609 -0.107716 -0.082377 0.0261809 -0.0270131 -0.0514708 -0.0612067 0.130055 0.0603742 -0.0737889 -0.0116181 0.0671821 0.175115 -0.0499411 0.0350105 -0.12479 0.0985062 0.0412153 -0.0267596 -0.00727295 0.0567287 0.201947 0.151014 -0.115065 0.0433419 0.0335596 0.0582744 0.0371091 0.05501 0.16356 0.139589 0.0230421 -0.0162046 0.0186226 -0.0302625 0.156036 0.00789382 -0.0519938 -0.140909 -0.0543277 0.20348 0.0342389 0.0353333 -0.0605595 -0.0440208
colombia	0.169133 -0.030256 0.0606644 -0.107741 -0.0375192 0.0335821 -0.190925 0.0392183 -0.0664958 -0.139944 -0.0465913 -0.0929189 -0.014584 0.0399509 0.0563258 0.0660063 0.0922964 -0.0303055 0.0644736 -0.0468724 -0.0232472 -0.0972139 -0.0829715 -0.0222206 0.0715381 0.0287733 0.159929 0.0326513 0.00734068 -0.142942 0.207219 0.106289 -0.0617536 0.0183869 0.0338168 0.0256734 0.0138225 0.182473 0.0309001 -0.15207 0.0465774 -0.0249188 -0.207602 -0.0158001 -0.0163541 0.116904 -0.0750357 -0.152992 -0.000538476 0.0546399 -0.0490242 -0.0591107 0.0372357 -0.0982111 0.151025 0.120473 -0.110397 -0.0777749 0.0123199 -0.0587526 -0.039319 -0.0397274 0.0425792 -0.0421191 -0.254373 0.0527449 0.204209 0.0817798 0.133687 0.1114 -0.171925 0.00906488 -0.0788358 0.0566589 -0.0896346 -0.0625753 0.0496043 -0.0399554 -0.119575 0.10912 0.048122 0.209538 0.0527465 0.160228 0.0363203 0.0542143 0.0215825 -0.138379 0.221446 -0.0594445 -0.0309427 0.176158 0.0520003 -0.0980375 -0.00438572 -0.0481552 0.0249349 -0.0684757 -0.192918 -0.154575
britain	-0.0836059 0.0924551 0.0277632 -0.138415 0.0223999 -0.0413488 0.0385214 0.0840007 0.0157791 -0.00550252 -0.0169827 0.0712927 -0.0174214 0.0747742 -0.0150349 0.0331698 0.145433 -0.0265714 0.167484 -0.00228843 -0.115489 0.0200967 -0.0477593 0.00900782 -0.00911249 -0.101382 0.0311848 0.0928414 -0.0859988 -0.0361217 0.23462 0.0794933 -0.226531 0.20506 0.271982 0.0664637 0.0116892 -0.033871 -0.00713967 -0.0789783 0.145398 -0.0482056 -0.123482 -0.0709704 0.114713 -0.0810862 0.0418254 -0.0261837 -0.172968 -0.0277568 -0.100184 0.0745448 -0.110555 -0.0224104 0.0740082 0.181878 -0.0822644 0.0213667 -0.0427524 0.129649 -0.160478 -0.0428209 0.188654 -0.0531205 -0.192272 -0.0498732 0.101722 0.077833 -0.00817474 0.229029 -0.131911 0.0350384 -0.015958 0.0770172 0.0142202 0.0255186 -0.0558953 0.208842 -0.117638 0.0573262 0.0516925 -0.00575975 0.216829 -0.0270671 -0.0440429 0.162344 0.00966017 0.00464834 0.159656 -0.00660376 0.0733697 0.0717881 -0.0564619 -0.117224 0.0871659 0.0583297 -0.0292628 0.023274 -0.0450237 -0.0774593
spain	0.162138 0.175057 0.0073874 -0.0747253 0.0210372 0.076677 -0.010155 0.0415649 0.0473841 -0.0472876 0.0589954 0.0491773 -0.037441 0.0182457 0.0385201 0.0160392 0.139126 0.0105941 -0.00618028 0.0360203 0.0464064 -0.125476 -0.109472 -0.0787967 0.048361 -0.0624603 0.0872856 0.0290533 -0.0409131 -0.028383 0.108054 0.0818155 -0.0430335 0.073 0.137665 -0.0668088 0.0173036 0.137196 0.146528 -0.116254 0.134681 0.0795808 -0.201707 0.0539131 0.0773617 -0.0509729 -0.141209 -0.0602729 -0.0971622 0.0820825 -0.0588248 0.0144857 -0.0740997 0.00114809 0.0864763 0.0547264 -0.186277 -0.0842302 0.0122896 -0.127213 -0.0292352 0.0129081 0.0914737 -0.234286 -0.186762 -0.0607476 0.0345282 0.0977415 0.182376 0.156998 -0.120331 -0.0683151 -0.0978534 0.0730432 0.0460718 -0.0430816 0.051813 0.206829 -0.102415 0.0008431 -0.0108982 0.08404 -0.0413735 0.0378125 0.0995283 0.196879 0.0688598 -0.138015 0.299459 0.0128166 0.0799691 0.159435 -0.0146313 -0.109435 0.0958094 -0.00375429 0.0830315 -0.0233004 -0.0930064 -0.191597
russia	-0.0266926 0.163781 -0.0480124 -0.154628 0.0870127 -0.00311017 0.161905 0.11881 -0.0968389 -0.0805736 -0.0159532 -0.074179 0.053399 0.0512739 0.0777128 -0.0479313 -0.0019339 0.100724 0.0207992 0.0600856 -0.082922 0.0390854 -0.088631 0.0716714 -0.0320702 -0.216787 0.0154964 0.0526537 -0.0918456 -0.241656 0.132741 0.0609806 -0.153916 0.106569 0.0791578 -0.118982 -0.0719149 0.0341612 0.00231098 -0.0908535 0.0813126 0.0404863 -0.301917 -0.0804953 0.165475 -0.0176746 -0.141046 -0.0290815 -0.0951234 -0.0286438 0.0868157 -0.123628 -0.183038 0.0233281 0.0441596 0.210399 -0.0712627 -0.00894065 -0.00924418 -0.0183397 -0.0512693 0.028117 0.188784 -0.000858401 -0.0609834 -0.0547374 0.0599268 0.184881 0.0405579 0.138817 -0.0106932 -0.0166143 -0.106582 -0.00517264 -0.0184299 0.0894479 -0.0457289 -0.0273949 -0.116527 0.0399604 0.0416253 0.057042 0.0649516 0.0669059 0.150718 0.151695 0.0690825 -0.0474812 0.114015 0.0709392 0.0452126 0.155017 0.0258872 -0.192814 -0.0107169 0.0557438 0.123582 0.101134 0.0192368 -0.158419
switzerland	0.0536623 0.232678 -0.0833327 -0.121163 -0.0475728 0.0359527 0.109277 0.108213 -0.132876 -0.0333321 0.0422087 0.115598 -0.0335493 -0.0299903 0.0397903 0.130509 0.0587365 -0.0366963 -0.0690764 0.0774891 0.0531563 0.0265056 -0.000641416 -0.0267232 -0.0777434 -0.121536 0.121346 0.104014 -0.123223 -0.0723757 -0.00862773 0.0912488 0.00510128 0.167126 0.17529 0.0944668 0.0280241 0.22093 0.0168713 -0.0943043 0.0951793 0.0416897 -0.0658678 0.06691 0.0307769 -0.0141887 -0.00779985 -0.0987238 -0.142275 0.074658 0.0668416 -0.243018 -0.0729905 0.0286406 0.0390728 0.0885796 -0.0725272 0.113621 0.0648006 -0.136051 -0.0986501 -0.055335 0.137107 0.0264556 -0.199596 -0.184472 0.0588701 0.0115291 0.0123441 0.0951376 -0.164759 0.0698131 0.00280556 -0.00400618 -0.0427958 -0.0526948 0.0720189 0.0210757 -0.260999 0.000307865 0.163637 0.122407 0.140825 0.0622066 0.0211963 0.11789 0.0612877 -0.213953 0.100128 -0.0109164 -0.0242392 0.0550667 -0.195434 -0.108596 -0.0411887 0.0295859 0.087133 -0.0738786 -0.0263919 -0.055962
netherlands	0.108029 0.119143 -0.0575541 -0.131814 0.0655549 0.057185 -0.0301435 0.16687 0.0191039 0.128959 0.00739333 -0.0966364 0.0556014 0.0199527 -0.0279555 0.0910675 0.0440243 -0.0703131 0.013737 -0.0131116 0.0372171 -0.0724724 -0.0209681 -0.018676 0.0256607 0.00366665 0.185165 0.111638 -0.143455 -0.0620477 0.0327788 0.153583 0.00358545 0.127773 0.246599 0.0734462 0.0279564 0.0172044 0.112914 -0.0470795 0.184387 -0.0503474 -0.113814 0.137169 0.0278259 0.00873319 0.0117283 -0.169357 -0.206284 -0.0248105 0.020925 -0.0382902 -0.0951926 0.0468648 0.101739 0.266198 -0.0638748 0.0293738 0.0512336 -0.117183 -0.030034 -0.0600907 0.192934 -0.160904 -0.155252 -0.0771718 0.14849 0.16253 0.14257 0.119139 -0.0728885 -0.0363626 -0.00857788 0.0187497 -0.0818152 -0.0105226 0.134413 0.157565 -0.0822835 0.0368142 0.0269668 0.0452414 0.207407 0.0884577 -0.012255 0.142625 -0.0127602 -0.199124 0.139223 0.0120876 0.0812851 0.110213 0.0165286 -0.0489983 -0.0187281 0.0875502 0.0125078 -0.00043194 0.00477474 -0.0543997
france	0.0282696 0.120927 -0.0714187 0.0078264 -0.0458964 -0.0390543 0.045471 0.110175 -0.114576 0.0253295 0.00189635 0.132921 -0.00873394 -0.00841127 0.0717432 0.0222714 0.208389 -0.0531427 -0.0152173 0.00820959 -0.00908254 -0.0140169 -0.0335626 0.0709324 0.000817278 -0.0414919 0.0899094 0.109737 -0.0723826 -0.110294 0.129533 0.104269 -0.11052 0.0915986 0.201173 -0.0280274 -0.0756365 0.0923347 0.0705838 -0.0595631 0.120431 0.0313793 -0.106376 0.0197889 0.0497112 -0.0138237 -0.118227 -0.0222199 -0.129781 0.0356968 0.0474413 -0.103335 -0.152571 0.0415961 0.270358 0.157346 -0.0938668 -0.041597 -0.0307121 -0.081315 -0.139703 -0.0530657 0.185752 -0.166483 -0.115214 -0.121719 0.0151884 0.0449327 0.0362582 0.153182 -0.220982 -0.101169 -0.0191778 0.0404963 0.0235748 -0.0404585 -0.0306815 0.231221 -0.194451 -0.0108173 0.0474877 0.0180667 0.10777 0.0347828 -0.148826 0.215232 0.029844 -0.0782419 0.207652 -0.00963073 0.0639007 0.110851 -0.0807704 -0.113666 -0.00791661 0.139073 0.123074 -0.0317866 -0.0466406 -0.0236631
italy	0.0400189 0.180119 -0.014437 -0.156152 0.0192237 0.0949561 0.104154 0.0175274 -0.0125948 0.0668657 0.0348033 0.0833793 -0.0972181 0.00862117 0.00373898 0.140927 0.0888384 -0.0517545 -0.0471443 0.0633691 -0.0109028 0.0650787 -0.0192696 -0.0459234 -0.00964655 -0.0281318 0.171765 0.176417 -0.0209964 -0.0793505 0.267936 0.19859 -0.16911 0.00667043 0.156495 -0.0513131 0.0340659 0.0535913 -0.0139653 -0.0368348 0.140416 -0.0313533 -0.106136 -0.0105185 0.0138564 -0.038843 -0.0109598 -0.0268671 -0.103205 0.0608322 0.0058203 -0.0668771 -0.0856667 -0.0751643 0.173663 0.0477488 -0.181088 -0.054495 0.0777134 -0.0720565 -0.00291567 0.0606038 0.142565 -0.074482 -0.194971 -0.174473 0.0493458 0.037028 0.0330197 0.1701 -0.135287 0.0207697 0.0541671 -0.0431518 -0.0356425 -0.0414885 0.113812 0.157105 -0.138484 -0.0806144 0.0873323 0.117082 0.0970273 0.0162736 -0.0335949 0.0828388 0.0973519 -0.0375841 0.154599 0.02582 0.0431549 0.265425 -0.122824 -0.0748931 -0.0362455 0.0636197 0.1253 -0.0551427 0.0534406 -0.228391
sunny	0.0550636 0.167429 0.00939641 0.0693372 0.172217 0.0066409 -0.0868908 0.0560971 -0.0109474 -0.175747 -0.0292432 0.189835 -0.0622468 -0.0349552 -0.0646549 0.0350846 -0.0828503 0.0243844 0.0438217 0.0881405 0.00157576 0.0707392 0.0862644 -0.133578 -0.00747543 -0.142241 0.146028 0.132777 0.161083 0.048166 0.106037 0.109427 -0.0137573 0.0639102 0.0328915 -0.0326389 -0.0880596 0.028802 0.113928 -0.112546 0.180127 0.0688261 0.112771 0.146691 0.122359 0.108528 0.279205 0.0125976 0.134077 0.233233 -0.124066 -0.124023 -0.167336 -0.0441687 -0.075184 -0.00659911 0.139907 -0.163581 0.0808731 0.0187446 -0.124978 -0.106059 0.125359 -0.00440445 0.00216977 -0.213911 0.060768 -0.0832069 0.00456807 -0.0107297 0.0699368 -0.147809 -0.0538149 0.0930125 0.0279501 -0.095501 0.0946437 0.0981214 -0.0498244 -0.100313 -0.0665146 0.188351 0.0512597 0.0190956 0.0483066 -0.121992 -0.0305007 -0.0549192 -0.0184247 -0.0178114 -0.0407451 0.0178315 -0.0514935 0.0009809 0.0449871 -0.00162106 0.0511059 0.0891451 -0.128794 0.0340667
cool	0.0555794 0.0905903 0.0593976 0.0720939 0.16919 -0.0617221 -0.1089 0.0189537 0.0302995 -0.198055 0.0167455 0.129513 -0.0497565 -0.115832 0.0112824 -0.0117176 0.0689352 0.116143 -0.117342 0.0608886 0.0653704 0.0319196 0.141923 -0.133707 0.0324313 -0.160258 0.125743 0.0764968 0.109771 0.0230921 0.232733 0.121472 -0.0502477 0.0181645 -0.0304641 0.0517927 -0.0490746 -0.0822818 0.113409 -0.101938 0.0759385 0.0743009 0.0693273 0.0991296 0.103415 0.00872652 0.207608 0.0892469 0.0391134 0.0659864 -0.0955773 -0.147864 -0.0659813 -0.0393885 0.0315297 0.0311693 0.133082 -0.185218 -0.00975884 0.0301289 -0.091853 -0.0603554 0.217986 -0.0646943 0.133381 -0.179539 0.168493 -0.0697265 -0.0231131 -0.00273697 0.114949 -0.0335196 -0.0150513 0.202422 -0.16 -0.112821 0.0285967 0.0405334 -0.064635 -0.0106296 -0.132004 0.157898 0.0555857 0.0922495 0.0431713 -0.0674964 -0.0095788 -0.0536074 0.0920708 -0.140703 -0.0865953 0.0692336 -0.0660073 0.0141064 -0.0334159 0.0619846 0.152296 0.107619 -0.159535 -0.0821227
